period,timestamp,it_load_kw,cooling_demand_kw,cooling_energy_kwh,cooling_electrical_power_kw,cooling_electrical_energy_kwh,cop,facility_power_kw,facility_energy_kwh,it_energy_kwh,pue
post,2027-12-13 02:15:00,553.68,588.68,147.171,173.18,43.294,3.3993,836.77,209.194,138.421,1.5113
post,2027-12-13 02:30:00,574.0,609.0,152.251,168.59,42.148,3.6123,853.43,213.357,143.501,1.4868
post,2027-12-13 02:45:00,525.13,560.13,140.031,158.08,39.52,3.5433,791.83,197.959,131.281,1.5079
post,2027-12-13 03:00:00,557.76,592.76,148.19,183.96,45.989,3.2223,851.81,212.953,139.44,1.5272
post,2027-12-13 03:15:00,533.62,568.62,142.154,159.94,39.984,3.5553,802.57,200.642,133.404,1.504
post,2027-12-13 03:30:00,508.36,543.36,135.84,158.42,39.605,3.4299,774.66,193.664,127.09,1.5238
post,2027-12-13 03:45:00,523.28,558.28,139.57,166.02,41.504,3.3628,797.84,199.461,130.82,1.5247
post,2027-12-13 04:00:00,560.38,595.38,148.846,163.53,40.884,3.6407,834.14,208.534,140.096,1.4885
post,2027-12-13 04:15:00,509.63,544.63,136.159,154.12,38.53,3.5339,771.69,192.922,127.409,1.5142
post,2027-12-13 04:30:00,537.65,572.65,143.162,170.48,42.621,3.359,817.33,204.332,134.412,1.5202
post,2027-12-13 04:45:00,567.62,602.62,150.655,166.64,41.661,3.6162,844.81,211.202,141.905,1.4883
post,2027-12-13 05:00:00,528.77,563.77,140.943,162.99,40.747,3.4589,800.55,200.139,132.193,1.514
post,2027-12-13 05:15:00,558.72,593.72,148.43,169.45,42.362,3.5038,838.31,209.577,139.68,1.5004
post,2027-12-13 05:30:00,568.54,603.54,150.884,172.61,43.152,3.4966,851.73,212.932,142.134,1.4981
post,2027-12-13 05:45:00,590.29,625.29,156.324,179.92,44.98,3.4754,881.78,220.444,147.574,1.4938
post,2027-12-13 06:00:00,546.96,581.96,145.49,166.34,41.585,3.4986,822.91,205.728,136.74,1.5045
post,2027-12-13 06:15:00,594.09,629.09,157.271,198.92,49.73,3.1625,904.74,226.185,148.521,1.5229
post,2027-12-13 06:30:00,571.72,606.72,151.681,169.82,42.455,3.5728,852.27,213.068,142.931,1.4907
post,2027-12-13 06:45:00,563.22,,149.555,172.54,43.135,3.4671,846.1,211.526,140.805,1.5023
post,2027-12-13 07:00:00,545.73,580.73,145.183,173.71,43.428,3.3431,829.0,207.25,136.433,1.5191
post,2027-12-13 07:15:00,578.58,613.58,153.396,193.57,48.393,3.1698,883.19,220.798,144.646,1.5265
post,2027-12-13 07:30:00,550.95,585.95,146.488,175.48,43.87,3.3391,836.22,209.056,137.738,1.5178
post,2027-12-13 07:45:00,545.8,580.8,145.2,170.09,42.523,3.4146,825.45,206.363,136.45,1.5124
post,2027-12-13 08:00:00,561.26,596.26,149.065,173.26,43.315,3.4414,844.78,211.194,140.315,1.5051
post,2027-12-13 08:15:00,626.63,661.63,165.407,192.75,48.188,3.4325,932.58,233.145,156.657,1.4882
post,2027-12-13 08:30:00,607.15,642.15,160.538,187.15,46.787,3.4312,906.62,226.655,151.788,1.4932
post,2027-12-13 08:45:00,609.06,644.06,161.015,194.58,48.645,3.31,916.05,229.012,152.265,1.504
post,2027-12-13 09:00:00,577.3,612.3,153.076,173.81,43.453,3.5228,862.09,215.524,144.326,1.4933
post,2027-12-13 09:15:00,616.35,651.35,162.837,192.06,48.015,3.3914,921.15,230.286,154.087,1.4945
post,2027-12-13 09:30:00,644.94,679.94,169.985,204.35,51.088,3.3273,963.32,240.829,161.235,1.4937
post,2027-12-13 09:45:00,616.24,651.24,162.811,188.09,47.021,3.4625,917.06,229.265,154.061,1.4881
post,2027-12-13 10:00:00,635.77,670.77,167.693,211.42,52.854,3.1728,960.8,240.2,158.943,1.5112
post,2027-12-13 10:15:00,646.81,681.81,170.452,191.07,47.766,3.5684,951.98,237.994,161.702,1.4718
post,2027-12-13 10:30:00,580.5,615.5,153.874,182.07,45.518,3.3805,873.69,218.423,145.124,1.5051
post,2027-12-13 10:45:00,577.82,612.82,153.204,174.57,43.642,3.5105,863.38,215.846,144.454,1.4942
post,2027-12-13 11:00:00,654.66,689.66,172.414,220.99,55.247,3.1208,990.11,247.526,163.664,1.5124
post,2027-12-13 11:15:00,672.32,707.32,176.829,219.53,54.883,3.2219,1007.1,251.776,168.079,1.498
post,2027-12-13 11:30:00,608.6,643.6,160.899,185.83,46.457,3.4634,906.81,226.703,152.149,1.49
post,2027-12-13 11:45:00,671.75,706.75,176.689,210.23,52.557,3.3618,997.21,249.303,167.939,1.4845
post,2027-12-13 12:00:00,623.06,658.06,164.514,194.36,48.591,3.3857,930.46,232.614,155.764,1.4934
post,2027-12-13 12:15:00,668.64,703.64,175.91,210.7,52.676,3.3395,994.44,248.609,167.16,1.4872
post,2027-12-13 12:30:00,595.75,630.75,157.688,178.73,44.684,3.529,886.3,221.574,148.938,1.4877
post,2027-12-13 12:45:00,676.06,711.06,177.764,204.22,51.055,3.4818,995.7,248.925,169.014,1.4728
post,2027-12-13 13:00:00,640.15,675.15,168.788,196.94,49.235,3.4282,950.9,237.725,160.038,1.4854
post,2027-12-13 13:15:00,660.99,695.99,173.997,216.6,54.15,3.2132,992.33,248.083,165.247,1.5013
post,2027-12-13 13:30:00,636.61,671.61,167.903,207.78,51.946,3.2323,958.04,239.511,159.153,1.5049
post,2027-12-13 13:45:00,635.67,670.67,167.668,196.61,49.153,3.4111,945.89,236.473,158.918,1.488
post,2027-12-13 14:00:00,641.52,676.52,169.131,209.29,52.322,3.2325,964.68,241.171,160.381,1.5037
post,2027-12-13 14:15:00,679.86,714.86,178.716,205.31,51.326,3.482,1000.76,250.191,169.966,1.472
post,2027-12-13 14:30:00,645.33,680.33,170.082,216.28,54.069,3.1456,975.65,243.911,161.332,1.5119
post,2027-12-13 14:45:00,629.99,664.99,166.248,206.07,51.518,3.227,949.41,237.353,157.498,1.507
post,2027-12-13 15:00:00,610.52,645.52,161.38,187.0,46.75,3.452,909.99,227.499,152.63,1.4905
post,2027-12-13 15:15:00,612.99,647.99,161.997,195.56,48.889,3.3136,921.13,230.283,153.247,1.5027
post,2027-12-13 15:30:00,668.11,703.11,175.779,216.07,54.017,3.2541,999.25,249.812,167.029,1.4956
post,2027-12-13 15:45:00,620.67,655.67,163.918,204.41,51.102,3.2076,938.01,234.503,155.168,1.5113
post,2027-12-13 16:00:00,633.14,668.14,167.036,201.69,50.422,3.3127,948.32,237.081,158.286,1.4978
post,2027-12-13 16:15:00,684.42,719.42,179.854,216.89,54.222,3.317,1017.1,254.276,171.104,1.4861
post,2027-12-13 16:30:00,614.33,649.33,162.333,209.76,52.44,3.0956,936.74,234.184,153.583,1.5248
post,2027-12-13 16:45:00,640.17,675.17,168.792,200.1,50.026,3.3741,954.08,238.519,160.042,1.4904
post,2027-12-13 17:00:00,619.44,654.44,163.609,208.25,52.062,3.1426,940.56,235.139,154.859,1.5184
post,2027-12-13 17:15:00,638.72,673.72,168.431,200.32,50.081,3.3632,952.79,238.197,159.681,1.4917
post,2027-12-13 17:30:00,668.99,703.99,175.998,194.12,48.531,3.6265,978.22,244.555,167.248,1.4622
post,2027-12-13 17:45:00,604.51,639.51,159.878,191.75,47.938,3.3351,908.46,227.116,151.128,1.5028
post,2027-12-13 18:00:00,586.27,621.27,155.316,181.98,45.496,3.4138,879.63,219.908,146.566,1.5004
post,2027-12-13 18:15:00,619.69,654.69,163.672,191.67,47.917,3.4157,924.24,231.06,154.922,1.4915
post,2027-12-13 18:30:00,613.51,648.51,162.127,205.47,51.368,3.1562,931.59,232.897,153.377,1.5185
post,2027-12-13 18:45:00,597.25,632.25,158.064,191.19,47.796,3.307,900.32,225.079,149.314,1.5074
post,2027-12-13 19:00:00,589.31,624.31,156.077,191.55,47.888,3.2592,892.38,223.095,147.327,1.5143
post,2027-12-13 19:15:00,600.38,635.38,158.845,201.78,50.445,3.1489,914.17,228.544,150.095,1.5227
post,2027-12-13 19:30:00,619.87,654.87,163.718,189.67,47.417,3.4528,922.44,230.609,154.968,1.4881
post,2027-12-13 19:45:00,603.76,638.76,159.691,179.83,44.957,3.5521,895.76,223.94,150.941,1.4836
post,2027-12-13 20:00:00,622.66,657.66,164.415,198.3,49.574,3.3165,933.97,233.494,155.665,1.5
post,2027-12-13 20:15:00,526.93,561.93,140.482,177.24,44.31,3.1704,812.88,203.22,131.732,1.5427
post,2027-12-13 20:30:00,570.47,605.47,151.366,177.01,44.254,3.4204,858.15,214.538,142.616,1.5043
post,2027-12-13 20:45:00,558.18,593.18,148.295,188.98,47.245,3.1388,857.28,214.32,139.545,1.5358
post,2027-12-13 21:00:00,585.12,620.12,155.03,186.43,46.607,3.3263,882.88,220.72,146.28,1.5089
post,2027-12-13 21:15:00,529.45,564.45,141.113,167.9,41.975,3.3618,806.18,201.544,132.363,1.5227
post,2027-12-13 21:30:00,571.29,606.29,151.574,178.38,44.595,3.3989,860.38,215.095,142.824,1.506
post,2027-12-13 21:45:00,569.36,604.36,151.091,179.38,44.844,3.3693,859.36,214.84,142.341,1.5093
post,2027-12-13 22:00:00,553.42,588.42,147.104,169.32,42.33,3.4752,832.64,208.159,138.354,1.5045
post,2027-12-13 22:15:00,554.17,589.17,147.292,182.54,45.634,3.2277,846.64,211.66,138.542,1.5278
post,2027-12-13 22:30:00,533.88,568.88,142.22,163.12,40.781,3.4874,806.03,201.507,133.47,1.5098
post,2027-12-13 22:45:00,542.55,577.55,144.388,168.87,42.218,3.4201,820.84,205.21,135.638,1.5129
post,2027-12-13 23:00:00,523.12,558.12,139.531,155.1,38.775,3.5985,786.76,196.691,130.781,1.504
post,2027-12-13 23:15:00,549.85,584.85,146.213,161.3,40.326,3.6258,820.9,205.225,137.463,1.4929
post,2027-12-13 23:30:00,515.39,550.39,137.597,177.08,44.271,3.1081,800.66,200.165,128.847,1.5535
post,2027-12-13 23:45:00,548.85,583.85,145.963,168.17,42.044,3.4717,826.72,206.681,137.213,1.5063
post,2027-12-14 00:00:00,552.99,587.99,146.997,175.18,43.794,3.3565,838.05,209.512,138.247,1.5155
post,2027-12-14 00:15:00,579.95,614.95,153.737,169.58,42.395,3.6263,860.63,215.156,144.987,1.484
post,2027-12-14 00:30:00,574.92,609.92,152.479,178.33,44.581,3.4202,864.11,216.028,143.729,1.503
post,2027-12-14 00:45:00,570.87,605.87,151.468,179.82,44.955,3.3693,861.38,215.345,142.718,1.5089
post,2027-12-14 01:00:00,544.06,579.06,144.764,172.52,43.13,3.3565,826.06,206.514,136.014,1.5183
post,2027-12-14 01:15:00,548.17,583.17,145.791,165.77,41.442,3.518,823.6,205.9,137.041,1.5025
post,2027-12-14 01:30:00,543.54,578.54,144.635,178.8,44.701,3.2356,831.8,207.95,135.885,1.5303
post,2027-12-14 01:45:00,507.39,542.39,135.597,168.96,42.24,3.2102,784.18,196.045,126.847,1.5455
post,2027-12-14 02:00:00,529.48,564.48,141.119,168.94,42.234,3.3413,807.24,201.81,132.369,1.5246
post,2027-12-14 02:15:00,585.19,620.19,155.048,173.29,43.323,3.5789,869.82,217.454,146.298,1.4864
post,2027-12-14 02:30:00,531.2,566.2,141.55,154.3,38.574,3.6695,794.4,198.601,132.8,1.4955
post,2027-12-14 02:45:00,555.09,590.09,147.523,161.86,40.464,3.6458,826.93,206.731,138.773,1.4897
post,2027-12-14 03:00:00,556.18,591.18,147.795,185.67,46.418,3.184,851.88,212.97,139.045,1.5317
post,2027-12-14 03:15:00,488.45,523.45,130.862,159.62,39.904,3.2794,755.04,188.761,122.112,1.5458
post,2027-12-14 03:30:00,552.91,587.91,146.976,164.54,41.135,3.573,827.33,206.831,138.226,1.4963
post,2027-12-14 03:45:00,563.25,598.25,149.563,173.29,43.322,3.4523,846.89,211.722,140.813,1.5036
post,2027-12-14 04:00:00,542.29,577.29,144.323,166.66,41.665,3.4639,818.36,204.589,135.573,1.5091
post,2027-12-14 04:15:00,584.83,619.83,154.957,192.14,48.035,3.2259,888.29,222.072,146.207,1.5189
post,2027-12-14 04:30:00,579.12,614.12,153.53,183.55,45.887,3.3458,873.73,218.432,144.78,1.5087
post,2027-12-14 04:45:00,552.64,587.64,146.911,173.37,43.343,3.3895,835.88,208.971,138.161,1.5125
post,2027-12-14 05:00:00,561.49,596.49,149.122,163.87,40.967,,835.62,208.905,140.372,1.4882
post,2027-12-14 05:15:00,537.83,572.83,143.208,178.91,44.727,3.2018,825.94,206.485,134.458,1.5357
post,2027-12-14 05:30:00,605.87,640.87,160.218,191.62,47.906,3.3444,909.76,227.44,151.468,1.5016
post,2027-12-14 05:45:00,547.66,582.66,145.665,162.99,40.747,3.5748,820.29,205.073,136.915,1.4978
post,2027-12-14 06:00:00,560.19,595.19,148.798,166.48,41.621,3.5751,836.88,209.221,140.048,1.4939
post,2027-12-14 06:15:00,552.66,587.66,146.915,170.57,42.642,3.4453,833.1,208.275,138.165,1.5074
post,2027-12-14 06:30:00,559.99,594.99,148.748,174.67,43.666,3.4065,844.86,211.215,139.998,1.5087
post,2027-12-14 06:45:00,583.36,618.36,154.59,183.34,45.834,3.3728,877.95,219.487,145.84,1.505
post,2027-12-14 07:00:00,589.52,624.52,156.131,190.38,47.596,3.2804,891.43,222.859,147.381,1.5121
post,2027-12-14 07:15:00,573.9,608.9,152.224,171.94,42.984,3.5414,856.66,214.164,143.474,1.4927
post,2027-12-14 07:30:00,607.08,642.08,160.52,193.59,48.398,3.3166,912.99,228.247,151.77,1.5039
post,2027-12-14 07:45:00,621.26,656.26,164.066,188.57,47.143,3.4802,922.79,230.698,155.316,1.4853
post,2027-12-14 08:00:00,602.4,637.4,159.351,198.57,49.642,3.21,913.08,228.27,150.601,1.5157
post,2027-12-14 08:15:00,631.59,666.59,166.647,194.64,48.66,3.4247,939.65,234.912,157.897,1.4878
post,2027-12-14 08:30:00,589.48,624.48,156.12,178.02,44.504,3.508,879.02,219.755,147.37,1.4912
post,2027-12-14 08:45:00,608.24,643.24,160.811,192.06,48.016,3.3491,912.68,228.169,152.061,1.5005
post,2027-12-14 09:00:00,624.89,659.89,164.972,189.24,47.31,3.4871,927.25,231.811,156.222,1.4839
post,2027-12-14 09:15:00,579.4,614.4,153.601,185.0,46.25,3.3211,875.47,218.869,144.851,1.511
post,2027-12-14 09:30:00,670.43,705.43,176.359,209.76,52.441,3.363,995.37,248.842,167.609,1.4847
post,2027-12-14 09:45:00,601.63,636.63,159.157,182.13,45.532,3.4955,895.83,223.957,150.407,1.489
post,2027-12-14 10:00:00,580.86,615.86,153.964,179.48,44.869,3.4314,871.47,217.868,145.214,1.5003
post,2027-12-14 10:15:00,636.48,671.48,167.87,211.67,52.917,3.1724,961.79,240.447,159.12,1.5111
post,2027-12-14 10:30:00,642.94,677.94,169.484,188.84,47.209,3.5901,945.71,236.427,160.734,1.4709
post,2027-12-14 10:45:00,623.89,658.89,164.724,204.26,51.066,3.2257,941.23,235.308,155.974,1.5086
post,2027-12-14 11:00:00,610.29,645.29,161.323,205.18,51.295,3.145,927.94,231.984,152.573,1.5205
post,2027-12-14 11:15:00,620.39,655.39,163.849,194.47,48.618,3.3701,927.79,231.946,155.099,1.4955
post,2027-12-14 11:30:00,650.06,685.06,171.265,205.89,51.473,3.3273,970.21,242.551,162.515,1.4925
post,2027-12-14 11:45:00,631.59,666.59,166.649,202.99,50.747,3.2839,948.01,237.002,157.899,1.501
post,2027-12-14 12:00:00,600.18,,158.795,198.1,49.524,3.2064,910.29,227.572,150.045,1.5167
post,2027-12-14 12:15:00,610.16,645.16,161.29,179.53,44.882,3.5937,902.14,225.536,152.54,1.4785
post,2027-12-14 12:30:00,645.46,680.46,170.115,217.62,54.406,3.1268,977.13,244.282,161.365,1.5138
post,2027-12-14 12:45:00,662.11,697.11,174.279,203.84,50.959,3.42,980.74,245.186,165.529,1.4812
post,2027-12-14 13:00:00,663.0,698.0,174.5,213.3,53.324,3.2725,991.13,247.783,165.75,1.4949
post,2027-12-14 13:15:00,641.01,676.01,169.002,210.96,52.741,3.2044,965.82,241.454,160.252,1.5067
post,2027-12-14 13:30:00,646.11,681.11,170.277,208.32,52.08,3.2695,968.5,242.125,161.527,1.499
post,2027-12-14 13:45:00,642.1,677.1,169.276,188.75,47.188,3.5873,944.75,236.187,160.526,1.4713
post,2027-12-14 14:00:00,666.13,701.13,175.282,218.04,54.509,3.2156,999.14,249.785,166.532,1.4999
post,2027-12-14 14:15:00,679.95,714.95,178.737,227.7,56.924,3.1399,1023.24,255.81,169.987,1.5049
post,2027-12-14 14:30:00,659.08,,173.519,219.09,54.772,3.168,992.82,248.206,164.769,1.5064
post,2027-12-14 14:45:00,674.4,709.4,177.349,204.58,51.145,3.4676,994.32,248.581,168.599,1.4744
post,2027-12-14 15:00:00,615.04,650.04,162.51,192.54,48.134,3.3762,920.26,230.064,153.76,1.4962
post,2027-12-14 15:15:00,623.14,658.14,164.536,192.39,48.096,3.421,928.57,232.142,155.786,1.4901
post,2027-12-14 15:30:00,637.09,672.09,168.021,185.63,46.408,3.6205,936.39,234.097,159.271,1.4698
post,2027-12-14 15:45:00,629.08,664.08,166.021,190.07,47.517,3.4939,932.46,233.115,157.271,1.4823
post,2027-12-14 16:00:00,638.46,673.46,168.365,200.19,50.047,3.3642,952.38,238.094,159.615,1.4917
post,2027-12-14 16:15:00,664.27,699.27,174.817,221.33,55.332,3.1594,1000.49,250.122,166.067,1.5062
post,2027-12-14 16:30:00,653.03,688.03,172.008,202.19,50.548,3.4029,969.61,242.402,163.258,1.4848
post,2027-12-14 16:45:00,644.94,679.94,169.984,204.69,51.173,3.3217,963.65,240.913,161.234,1.4942
post,2027-12-14 17:00:00,619.63,654.63,163.659,195.34,48.834,3.3513,927.85,231.964,154.909,1.4974
post,2027-12-14 17:15:00,592.36,627.36,156.841,184.52,46.129,3.4,888.53,222.134,148.091,1.5
post,2027-12-14 17:30:00,608.86,643.86,160.965,189.39,47.349,3.3996,910.65,227.664,152.215,1.4957
post,2027-12-14 17:45:00,630.89,665.89,166.473,203.62,50.904,3.2703,947.9,236.975,157.723,1.5025
post,2027-12-14 18:00:00,637.61,672.61,168.153,203.16,50.79,,954.47,238.617,159.403,1.4969
post,2027-12-14 18:15:00,592.97,627.97,156.993,169.4,42.349,3.7071,874.05,218.513,148.243,1.474
post,2027-12-14 18:30:00,589.97,624.97,156.242,177.01,44.254,3.5306,878.53,219.633,147.492,1.4891
post,2027-12-14 18:45:00,616.35,651.35,162.837,193.38,48.345,3.3682,922.46,230.616,154.087,1.4967
post,2027-12-14 19:00:00,575.97,610.97,152.743,184.83,46.206,3.3057,871.72,217.929,143.993,1.5135
post,2027-12-14 19:15:00,599.72,634.72,158.679,185.92,46.479,3.414,897.62,224.405,149.929,1.4967
post,2027-12-14 19:30:00,600.5,635.5,158.874,203.0,50.75,3.1305,915.52,228.879,150.124,1.5246
post,2027-12-14 19:45:00,602.36,637.36,159.34,189.24,47.31,3.368,903.71,225.927,150.59,1.5003
post,2027-12-14 20:00:00,617.22,652.22,163.054,195.31,48.828,3.3393,925.31,231.327,154.304,1.4992
post,2027-12-14 20:15:00,594.29,629.29,157.322,182.45,45.613,3.449,888.48,222.121,148.572,1.495
post,2027-12-14 20:30:00,582.13,617.13,154.283,193.15,48.288,3.1951,886.48,221.62,145.533,1.5228
post,2027-12-14 20:45:00,559.43,594.43,148.608,179.98,44.995,3.3027,849.59,212.397,139.858,1.5187
post,2027-12-14 21:00:00,580.7,615.7,153.925,173.33,43.332,3.5522,865.16,216.291,145.175,1.4899
post,2027-12-14 21:15:00,616.27,651.27,162.817,184.38,46.094,3.5323,913.37,228.344,154.067,1.4821
post,2027-12-14 21:30:00,569.49,604.49,151.121,177.87,44.468,3.3984,857.98,214.496,142.371,1.5066
post,2027-12-14 21:45:00,603.19,638.19,159.547,203.42,50.856,3.1373,918.75,229.689,150.797,1.5232
post,2027-12-14 22:00:00,569.14,604.14,151.035,172.99,43.247,3.4924,852.74,213.185,142.285,1.4983
post,2027-12-14 22:15:00,549.1,584.1,146.025,182.13,45.532,3.2071,840.94,210.235,137.275,1.5315
post,2027-12-14 22:30:00,567.96,602.96,150.741,180.2,45.049,3.3462,858.72,214.679,141.991,1.5119
post,2027-12-14 22:45:00,587.64,622.64,155.659,194.22,48.556,3.2058,893.3,223.325,146.909,1.5202
post,2027-12-14 23:00:00,611.05,646.05,161.512,197.58,49.394,3.2699,921.12,230.281,152.762,1.5074
post,2027-12-14 23:15:00,616.36,651.36,162.841,200.37,50.092,3.2508,929.47,232.367,154.091,1.508
post,2027-12-14 23:30:00,559.57,594.57,148.643,176.87,44.218,3.3616,846.62,211.656,139.893,1.513
post,2027-12-14 23:45:00,554.89,589.89,147.472,178.6,44.651,3.3028,843.46,210.865,138.722,1.5201
post,2027-12-15 00:00:00,557.39,592.39,148.097,179.49,44.872,3.3004,846.96,211.74,139.347,1.5195
post,2027-12-15 00:15:00,561.32,596.32,149.081,177.1,44.275,3.3672,848.68,212.171,140.331,1.5119
post,2027-12-15 00:30:00,526.29,561.29,140.323,164.79,41.197,3.4062,799.76,199.94,131.573,1.5196
post,2027-12-15 00:45:00,512.92,547.92,136.98,161.7,40.424,3.3885,782.7,195.675,128.23,1.526
post,2027-12-15 01:00:00,562.79,597.79,149.448,176.2,44.049,3.3927,849.32,212.329,140.698,1.5091
post,2027-12-15 01:15:00,543.35,578.35,144.588,174.49,43.622,3.3146,827.29,206.823,135.838,1.5226
post,2027-12-15 01:30:00,529.5,564.5,141.125,169.62,42.405,3.328,807.95,201.987,132.375,1.5259
post,2027-12-15 01:45:00,521.16,556.16,139.041,161.78,40.445,3.4378,791.4,197.849,130.291,1.5185
post,2027-12-15 02:00:00,538.71,573.71,143.427,175.3,43.825,3.2727,823.25,205.813,134.677,1.5282
post,2027-12-15 02:15:00,540.42,575.42,143.855,163.64,40.909,3.5165,813.38,203.344,135.105,1.5051
post,2027-12-15 02:30:00,566.43,601.43,150.358,174.1,43.524,3.4546,851.02,212.755,141.608,1.5024
post,2027-12-15 02:45:00,541.84,576.84,144.21,162.82,40.704,3.5429,814.04,203.511,135.46,1.5024
post,2027-12-15 03:00:00,533.34,568.34,142.085,168.98,42.245,3.3634,811.32,202.831,133.335,1.5212
post,2027-12-15 03:15:00,523.75,558.75,139.689,164.08,41.019,3.4055,796.4,199.1,130.939,1.5206
post,2027-12-15 03:30:00,,573.74,143.435,165.86,41.465,3.4592,813.84,203.461,134.685,1.5106
post,2027-12-15 03:45:00,537.07,572.07,143.017,156.22,39.054,3.662,802.45,200.613,134.267,1.4941
post,2027-12-15 04:00:00,559.36,594.36,148.589,180.93,45.233,3.285,850.46,212.615,139.839,1.5204
post,2027-12-15 04:15:00,570.25,605.25,151.313,182.89,45.722,3.3094,863.8,215.951,142.563,1.5148
post,2027-12-15 04:30:00,521.28,556.28,139.07,154.63,38.657,3.5976,784.37,196.092,130.32,1.5047
post,2027-12-15 04:45:00,537.39,572.39,143.099,178.62,44.655,3.2045,825.2,206.299,134.349,1.5356
post,2027-12-15 05:00:00,598.02,633.02,158.254,184.08,46.019,3.4389,894.01,223.501,149.504,1.495
post,2027-12-15 05:15:00,544.07,579.07,144.767,170.61,42.654,3.394,824.16,206.041,136.017,1.5148
post,2027-12-15 05:30:00,584.85,619.85,154.961,191.01,47.753,3.245,887.18,221.794,146.211,1.5169
post,2027-12-15 05:45:00,529.08,564.08,141.021,162.49,40.622,3.4715,800.38,200.096,132.271,1.5128
post,2027-12-15 06:00:00,557.34,592.34,148.085,168.07,42.017,3.5244,835.49,208.872,139.335,1.4991
post,2027-12-15 06:15:00,548.43,583.43,145.859,157.77,39.443,3.698,815.89,203.971,137.109,1.4877
post,2027-12-15 06:30:00,569.86,604.86,151.215,194.26,48.564,3.1137,874.76,218.69,142.465,1.535
post,2027-12-15 06:45:00,538.85,573.85,143.463,169.83,42.456,3.3791,817.93,204.482,134.713,1.5179
post,2027-12-15 07:00:00,600.96,635.96,158.99,181.31,45.328,3.5076,894.31,223.578,150.24,1.4881
post,2027-12-15 07:15:00,605.08,640.08,160.021,194.28,48.571,3.2946,911.59,227.899,151.271,1.5066
post,2027-12-15 07:30:00,566.21,601.21,150.302,183.18,45.795,3.2821,859.86,214.966,141.552,1.5186
post,2027-12-15 07:45:00,615.3,650.3,162.575,193.7,48.425,3.3573,921.69,230.422,153.825,1.4979
post,2027-12-15 08:00:00,605.0,640.0,160.001,195.76,48.941,3.2693,912.99,228.248,151.251,1.5091
post,2027-12-15 08:15:00,628.34,663.34,165.836,190.74,47.686,3.4777,932.36,233.091,157.086,1.4838
post,2027-12-15 08:30:00,593.23,628.23,157.058,191.27,47.817,3.2846,896.2,224.049,148.308,1.5107
post,2027-12-15 08:45:00,640.69,675.69,168.923,197.26,49.316,3.4253,951.79,237.946,160.173,1.4856
post,2027-12-15 09:00:00,621.2,656.2,164.049,206.55,51.637,3.177,940.7,235.175,155.299,1.5143
post,2027-12-15 09:15:00,620.49,655.49,163.873,193.94,48.486,3.3798,927.36,231.84,155.123,1.4946
post,2027-12-15 09:30:00,636.52,671.52,167.88,199.77,49.941,3.3615,949.93,237.482,159.13,1.4924
post,2027-12-15 09:45:00,659.98,694.98,173.745,195.88,48.97,3.548,970.56,242.639,164.995,1.4706
post,2027-12-15 10:00:00,605.62,640.62,160.156,220.06,55.015,2.9111,937.94,234.485,151.406,1.5487
post,2027-12-15 10:15:00,589.35,624.35,156.086,170.68,42.671,3.6579,871.55,217.887,147.336,1.4788
post,2027-12-15 10:30:00,593.82,628.82,157.206,193.27,48.318,3.2536,898.82,224.704,148.456,1.5136
post,2027-12-15 10:45:00,638.32,673.32,168.329,202.34,50.584,3.3277,954.38,238.594,159.579,1.4951
post,2027-12-15 11:00:00,648.46,683.46,170.864,200.44,50.111,3.4097,963.08,240.77,162.114,1.4852
post,2027-12-15 11:15:00,641.82,676.82,169.205,205.87,51.467,3.2877,961.57,240.392,160.455,1.4982
post,2027-12-15 11:30:00,633.88,668.88,167.22,212.22,53.054,3.1519,959.62,239.906,158.47,1.5139
post,2027-12-15 11:45:00,654.38,689.38,172.344,198.01,49.502,3.4816,966.83,241.708,163.594,1.4775
post,2027-12-15 12:00:00,665.0,700.0,174.999,214.58,53.644,3.2622,994.5,248.625,166.249,1.4955
post,2027-12-15 12:15:00,626.06,661.06,165.266,208.82,52.206,3.1657,948.06,237.015,156.516,1.5143
post,2027-12-15 12:30:00,690.62,725.62,181.404,225.62,56.406,3.2161,1032.32,258.079,172.654,1.4948
post,2027-12-15 12:45:00,626.74,661.74,165.435,196.96,49.24,3.3598,936.9,234.226,156.685,1.4949
post,2027-12-15 13:00:00,633.39,668.39,167.097,202.1,50.525,3.3072,948.99,237.248,158.347,1.4983
post,2027-12-15 13:15:00,637.54,672.54,168.134,192.53,48.134,3.4931,943.76,235.94,159.384,1.4803
post,2027-12-15 13:30:00,624.22,659.22,164.805,182.78,45.694,3.6067,920.09,230.022,156.055,1.474
post,2027-12-15 13:45:00,656.96,691.96,172.99,198.12,49.53,3.4926,969.64,242.41,164.24,1.476
post,2027-12-15 14:00:00,648.03,683.03,170.758,203.04,50.76,3.364,965.24,241.309,162.008,1.4895
post,2027-12-15 14:15:00,616.85,651.85,162.962,193.51,48.378,3.3685,923.12,230.78,154.212,1.4965
post,2027-12-15 14:30:00,672.8,707.8,176.95,215.27,53.818,3.288,1003.35,250.837,168.2,1.4913
post,2027-12-15 14:45:00,621.98,656.98,164.246,199.14,49.785,3.2991,934.11,233.529,155.496,1.5018
post,2027-12-15 15:00:00,625.69,660.69,165.172,189.32,47.329,3.4899,928.16,232.041,156.422,1.4834
post,2027-12-15 15:15:00,650.63,685.63,171.408,213.43,53.357,3.2125,978.34,244.586,162.658,1.5037
