period,timestamp,available_chillers,available_cooling_capacity_kw,required_cooling_capacity_kw,capacity_margin_kw,service_available,redundancy_state
post,2027-12-04 21:30:00,3,1200,661.95,538.05,True,N+1
post,2027-12-04 21:45:00,3,1200,656.22,543.78,True,N+1
post,2027-12-04 22:00:00,3,1200,569.79,630.21,True,N+1
post,2027-12-04 22:15:00,3,1200,643.33,556.67,True,N+1
post,2027-12-04 22:30:00,3,1200,622.35,577.65,True,N+1
post,2027-12-04 22:45:00,3,1200,615.57,584.43,True,N+1
post,2027-12-04 23:00:00,3,1200,632.05,567.95,True,N+1
post,2027-12-04 23:15:00,3,1200,586.2,613.8,True,N+1
post,2027-12-04 23:30:00,3,1200,596.48,603.52,True,N+1
post,2027-12-04 23:45:00,3,1200,604.52,595.48,True,N+1
post,2027-12-05 00:00:00,3,1200,589.2,610.8,True,N+1
post,2027-12-05 00:15:00,3,1200,590.06,609.94,True,N+1
post,2027-12-05 00:30:00,3,1200,597.78,602.22,True,N+1
post,2027-12-05 00:45:00,3,1200,630.64,569.36,True,N+1
post,2027-12-05 01:00:00,3,1200,598.96,601.04,True,N+1
post,2027-12-05 01:15:00,3,1200,601.71,598.29,True,N+1
post,2027-12-05 01:30:00,3,1200,590.44,609.56,True,N+1
post,2027-12-05 01:45:00,3,1200,580.25,619.75,True,N+1
post,2027-12-05 02:00:00,3,1200,578.72,621.28,True,N+1
post,2027-12-05 02:15:00,3,1200,590.61,609.39,True,N+1
post,2027-12-05 02:30:00,3,1200,602.42,597.58,True,N+1
post,2027-12-05 02:45:00,3,1200,599.25,600.75,True,N+1
post,2027-12-05 03:00:00,3,1200,589.8,610.2,True,N+1
post,2027-12-05 03:15:00,3,1200,588.15,611.85,True,N+1
post,2027-12-05 03:30:00,3,1200,581.85,618.15,True,N+1
post,2027-12-05 03:45:00,3,1200,589.73,610.27,True,N+1
post,2027-12-05 04:00:00,3,1200,581.98,618.02,True,N+1
post,2027-12-05 04:15:00,3,1200,581.43,618.57,True,N+1
post,2027-12-05 04:30:00,3,1200,590.05,609.95,True,N+1
post,2027-12-05 04:45:00,3,1200,612.29,587.71,True,N+1
post,2027-12-05 05:00:00,3,1200,593.21,606.79,True,N+1
post,2027-12-05 05:15:00,3,1200,632.15,567.85,True,N+1
post,2027-12-05 05:30:00,3,1200,578.25,621.75,True,N+1
post,2027-12-05 05:45:00,3,1200,636.4,563.6,True,N+1
post,2027-12-05 06:00:00,3,1200,622.96,577.04,True,N+1
post,2027-12-05 06:15:00,3,1200,640.73,559.27,True,N+1
post,2027-12-05 06:30:00,3,1200,647.51,552.49,True,N+1
post,2027-12-05 06:45:00,3,1200,643.64,556.36,True,N+1
post,2027-12-05 07:00:00,3,1200,636.52,563.48,True,N+1
post,2027-12-05 07:15:00,3,1200,649.75,550.25,True,N+1
post,2027-12-05 07:30:00,3,1200,663.22,536.78,True,N+1
post,2027-12-05 07:45:00,3,1200,627.0,573.0,True,N+1
post,2027-12-05 08:00:00,3,1200,652.29,547.71,True,N+1
post,2027-12-05 08:15:00,3,1200,687.16,512.84,True,N+1
post,2027-12-05 08:30:00,3,1200,628.49,571.51,True,N+1
post,2027-12-05 08:45:00,3,1200,645.66,554.34,True,N+1
post,2027-12-05 09:00:00,3,1200,631.35,568.65,True,N+1
post,2027-12-05 09:15:00,3,1200,673.71,526.29,True,N+1
post,2027-12-05 09:30:00,3,1200,674.22,525.78,True,N+1
post,2027-12-05 09:45:00,3,1200,699.87,500.13,True,N+1
post,2027-12-05 10:00:00,3,1200,662.59,537.41,True,N+1
post,2027-12-05 10:15:00,3,1200,676.63,523.37,True,N+1
post,2027-12-05 10:30:00,3,1200,677.09,522.91,True,N+1
post,2027-12-05 10:45:00,3,1200,668.3,531.7,True,N+1
post,2027-12-05 11:00:00,3,1200,689.89,510.11,True,N+1
post,2027-12-05 11:15:00,3,1200,698.67,501.33000000000004,True,N+1
post,2027-12-05 11:30:00,3,1200,678.39,521.61,True,N+1
post,2027-12-05 11:45:00,3,1200,702.17,497.83000000000004,True,N+1
post,2027-12-05 12:00:00,3,1200,691.03,508.97,True,N+1
post,2027-12-05 12:15:00,3,1200,693.32,506.67999999999995,True,N+1
post,2027-12-05 12:30:00,3,1200,716.01,483.99,True,N+1
post,2027-12-05 12:45:00,3,1200,649.59,550.41,True,N+1
post,2027-12-05 13:00:00,3,1200,699.4,500.6,True,N+1
post,2027-12-05 13:15:00,3,1200,705.52,494.48,True,N+1
post,2027-12-05 13:30:00,3,1200,698.12,501.88,True,N+1
post,2027-12-05 13:45:00,3,1200,690.34,509.65999999999997,True,N+1
post,2027-12-05 14:00:00,3,1200,673.11,526.89,True,N+1
post,2027-12-05 14:15:00,3,1200,675.28,524.72,True,N+1
post,2027-12-05 14:30:00,3,1200,751.47,448.53,True,N+1
post,2027-12-05 14:45:00,3,1200,716.76,483.24,True,N+1
post,2027-12-05 15:00:00,3,1200,705.76,494.24,True,N+1
post,2027-12-05 15:15:00,3,1200,701.0,499.0,True,N+1
post,2027-12-05 15:30:00,3,1200,691.85,508.15,True,N+1
post,2027-12-05 15:45:00,3,1200,698.52,501.48,True,N+1
post,2027-12-05 16:00:00,3,1200,722.9,477.1,True,N+1
post,2027-12-05 16:15:00,3,1200,699.29,500.71000000000004,True,N+1
post,2027-12-05 16:30:00,3,1200,687.49,512.51,True,N+1
post,2027-12-05 16:45:00,3,1200,660.53,539.47,True,N+1
post,2027-12-05 17:00:00,3,1200,667.39,532.61,True,N+1
post,2027-12-05 17:15:00,3,1200,719.37,480.63,True,N+1
post,2027-12-05 17:30:00,3,1200,714.14,485.86,True,N+1
post,2027-12-05 17:45:00,3,1200,680.34,519.66,True,N+1
post,2027-12-05 18:00:00,3,1200,679.93,520.07,True,N+1
post,2027-12-05 18:15:00,3,1200,650.42,549.58,True,N+1
post,2027-12-05 18:30:00,3,1200,655.79,544.21,True,N+1
post,2027-12-05 18:45:00,3,1200,688.12,511.88,True,N+1
post,2027-12-05 19:00:00,3,1200,717.32,482.67999999999995,True,N+1
post,2027-12-05 19:15:00,3,1200,664.37,535.63,True,N+1
post,2027-12-05 19:30:00,3,1200,662.84,537.16,True,N+1
post,2027-12-05 19:45:00,3,1200,612.13,587.87,True,N+1
post,2027-12-05 20:00:00,3,1200,673.53,526.47,True,N+1
post,2027-12-05 20:15:00,3,1200,639.6,560.4,True,N+1
post,2027-12-05 20:30:00,3,1200,632.97,567.03,True,N+1
post,2027-12-05 20:45:00,3,1200,599.53,600.47,True,N+1
post,2027-12-05 21:00:00,3,1200,627.6,572.4,True,N+1
post,2027-12-05 21:15:00,3,1200,645.42,554.58,True,N+1
post,2027-12-05 21:30:00,3,1200,616.14,583.86,True,N+1
post,2027-12-05 21:45:00,3,1200,611.22,588.78,True,N+1
post,2027-12-05 22:00:00,3,1200,574.23,625.77,True,N+1
post,2027-12-05 22:15:00,3,1200,571.4,628.6,True,N+1
post,2027-12-05 22:30:00,3,1200,617.27,582.73,True,N+1
post,2027-12-05 22:45:00,3,1200,653.04,546.96,True,N+1
post,2027-12-05 23:00:00,3,1200,587.92,612.08,True,N+1
post,2027-12-05 23:15:00,3,1200,608.66,591.34,True,N+1
post,2027-12-05 23:30:00,3,1200,620.36,579.64,True,N+1
post,2027-12-05 23:45:00,3,1200,645.48,554.52,True,N+1
post,2027-12-06 00:00:00,3,1200,589.27,610.73,True,N+1
post,2027-12-06 00:15:00,3,1200,556.17,643.83,True,N+1
post,2027-12-06 00:30:00,3,1200,581.23,618.77,True,N+1
post,2027-12-06 00:45:00,3,1200,582.61,617.39,True,N+1
post,2027-12-06 01:00:00,3,1200,558.44,641.56,True,N+1
post,2027-12-06 01:15:00,3,1200,587.34,612.66,True,N+1
post,2027-12-06 01:30:00,3,1200,610.54,589.46,True,N+1
post,2027-12-06 01:45:00,3,1200,583.25,616.75,True,N+1
post,2027-12-06 02:00:00,3,1200,607.86,592.14,True,N+1
post,2027-12-06 02:15:00,3,1200,586.64,613.36,True,N+1
post,2027-12-06 02:30:00,3,1200,608.57,591.43,True,N+1
post,2027-12-06 02:45:00,3,1200,548.89,651.11,True,N+1
post,2027-12-06 03:00:00,3,1200,571.42,628.58,True,N+1
post,2027-12-06 03:15:00,3,1200,562.81,637.19,True,N+1
post,2027-12-06 03:30:00,3,1200,583.98,616.02,True,N+1
post,2027-12-06 03:45:00,3,1200,617.48,582.52,True,N+1
post,2027-12-06 04:00:00,3,1200,600.66,599.34,True,N+1
post,2027-12-06 04:15:00,3,1200,603.71,596.29,True,N+1
post,2027-12-06 04:30:00,3,1200,580.49,619.51,True,N+1
post,2027-12-06 04:45:00,3,1200,623.99,576.01,True,N+1
post,2027-12-06 05:00:00,3,1200,596.12,603.88,True,N+1
post,2027-12-06 05:15:00,3,1200,629.16,570.84,True,N+1
post,2027-12-06 05:30:00,3,1200,637.78,562.22,True,N+1
post,2027-12-06 05:45:00,3,1200,620.66,579.34,True,N+1
post,2027-12-06 06:00:00,3,1200,608.51,591.49,True,N+1
post,2027-12-06 06:15:00,3,1200,637.7,562.3,True,N+1
post,2027-12-06 06:30:00,3,1200,645.23,554.77,True,N+1
post,2027-12-06 06:45:00,3,1200,632.85,567.15,True,N+1
post,2027-12-06 07:00:00,3,1200,617.9,582.1,True,N+1
post,2027-12-06 07:15:00,3,1200,652.28,547.72,True,N+1
post,2027-12-06 07:30:00,3,1200,639.67,560.33,True,N+1
post,2027-12-06 07:45:00,3,1200,608.9,591.1,True,N+1
post,2027-12-06 08:00:00,3,1200,651.37,548.63,True,N+1
post,2027-12-06 08:15:00,3,1200,650.9,549.1,True,N+1
post,2027-12-06 08:30:00,3,1200,633.25,566.75,True,N+1
post,2027-12-06 08:45:00,3,1200,675.28,524.72,True,N+1
post,2027-12-06 09:00:00,3,1200,659.79,540.21,True,N+1
post,2027-12-06 09:15:00,3,1200,655.4,544.6,True,N+1
post,2027-12-06 09:30:00,3,1200,658.42,541.58,True,N+1
post,2027-12-06 09:45:00,3,1200,672.1,527.9,True,N+1
post,2027-12-06 10:00:00,3,1200,663.0,537.0,True,N+1
post,2027-12-06 10:15:00,3,1200,665.87,534.13,True,N+1
post,2027-12-06 10:30:00,3,1200,688.63,511.37,True,N+1
post,2027-12-06 10:45:00,3,1200,654.96,545.04,True,N+1
post,2027-12-06 11:00:00,3,1200,676.34,523.66,True,N+1
post,2027-12-06 11:15:00,3,1200,722.0,478.0,True,N+1
post,2027-12-06 11:30:00,3,1200,664.13,535.87,True,N+1
post,2027-12-06 11:45:00,3,1200,695.65,504.35,True,N+1
post,2027-12-06 12:00:00,3,1200,698.93,501.07000000000005,True,N+1
post,2027-12-06 12:15:00,3,1200,665.73,534.27,True,N+1
post,2027-12-06 12:30:00,3,1200,661.5,538.5,True,N+1
post,2027-12-06 12:45:00,3,1200,675.27,524.73,True,N+1
post,2027-12-06 13:00:00,3,1200,679.21,520.79,True,N+1
post,2027-12-06 13:15:00,3,1200,697.72,502.28,True,N+1
post,2027-12-06 13:30:00,3,1200,694.31,505.69000000000005,True,N+1
post,2027-12-06 13:45:00,3,1200,732.31,467.69000000000005,True,N+1
post,2027-12-06 14:00:00,3,1200,688.49,511.51,True,N+1
post,2027-12-06 14:15:00,3,1200,685.0,515.0,True,N+1
post,2027-12-06 14:30:00,3,1200,689.83,510.16999999999996,True,N+1
post,2027-12-06 14:45:00,3,1200,726.16,473.84000000000003,True,N+1
post,2027-12-06 15:00:00,3,1200,720.27,479.73,True,N+1
post,2027-12-06 15:15:00,3,1200,675.83,524.17,True,N+1
post,2027-12-06 15:30:00,3,1200,659.42,540.58,True,N+1
post,2027-12-06 15:45:00,3,1200,729.77,470.23,True,N+1
post,2027-12-06 16:00:00,3,1200,698.07,501.92999999999995,True,N+1
post,2027-12-06 16:15:00,3,1200,668.47,531.53,True,N+1
post,2027-12-06 16:30:00,3,1200,669.22,530.78,True,N+1
post,2027-12-06 16:45:00,3,1200,663.84,536.16,True,N+1
post,2027-12-06 17:00:00,3,1200,662.63,537.37,True,N+1
post,2027-12-06 17:15:00,3,1200,706.28,493.72,True,N+1
post,2027-12-06 17:30:00,3,1200,724.34,475.65999999999997,True,N+1
post,2027-12-06 17:45:00,3,1200,704.75,495.25,True,N+1
post,2027-12-06 18:00:00,3,1200,684.74,515.26,True,N+1
post,2027-12-06 18:15:00,3,1200,675.41,524.59,True,N+1
post,2027-12-06 18:30:00,3,1200,696.62,503.38,True,N+1
post,2027-12-06 18:45:00,3,1200,675.56,524.44,True,N+1
post,2027-12-06 19:00:00,3,1200,674.91,525.09,True,N+1
post,2027-12-06 19:15:00,3,1200,636.84,563.16,True,N+1
post,2027-12-06 19:30:00,3,1200,651.59,548.41,True,N+1
post,2027-12-06 19:45:00,3,1200,636.98,563.02,True,N+1
post,2027-12-06 20:00:00,3,1200,638.04,561.96,True,N+1
post,2027-12-06 20:15:00,3,1200,624.48,575.52,True,N+1
post,2027-12-06 20:30:00,3,1200,667.43,532.57,True,N+1
post,2027-12-06 20:45:00,3,1200,665.64,534.36,True,N+1
post,2027-12-06 21:00:00,3,1200,639.1,560.9,True,N+1
post,2027-12-06 21:15:00,3,1200,624.87,575.13,True,N+1
post,2027-12-06 21:30:00,3,1200,582.21,617.79,True,N+1
post,2027-12-06 21:45:00,3,1200,630.46,569.54,True,N+1
post,2027-12-06 22:00:00,3,1200,612.09,587.91,True,N+1
post,2027-12-06 22:15:00,3,1200,634.29,565.71,True,N+1
post,2027-12-06 22:30:00,3,1200,607.36,592.64,True,N+1
post,2027-12-06 22:45:00,3,1200,609.34,590.66,True,N+1
post,2027-12-06 23:00:00,3,1200,601.52,598.48,True,N+1
post,2027-12-06 23:15:00,3,1200,620.62,579.38,True,N+1
post,2027-12-06 23:30:00,3,1200,606.05,593.95,True,N+1
post,2027-12-06 23:45:00,3,1200,591.18,608.82,True,N+1
post,2027-12-07 00:00:00,3,1200,601.47,598.53,True,N+1
post,2027-12-07 00:15:00,3,1200,575.83,624.17,True,N+1
post,2027-12-07 00:30:00,3,1200,596.01,603.99,True,N+1
post,2027-12-07 00:45:00,3,1200,597.57,602.43,True,N+1
post,2027-12-07 01:00:00,3,1200,649.79,550.21,True,N+1
post,2027-12-07 01:15:00,3,1200,607.1,592.9,True,N+1
post,2027-12-07 01:30:00,3,1200,605.83,594.17,True,N+1
post,2027-12-07 01:45:00,3,1200,596.99,603.01,True,N+1
post,2027-12-07 02:00:00,3,1200,605.69,594.31,True,N+1
post,2027-12-07 02:15:00,3,1200,621.54,578.46,True,N+1
post,2027-12-07 02:30:00,3,1200,540.0,660.0,True,N+1
post,2027-12-07 02:45:00,3,1200,572.12,627.88,True,N+1
post,2027-12-07 03:00:00,3,1200,576.97,623.03,True,N+1
post,2027-12-07 03:15:00,3,1200,637.56,562.44,True,N+1
post,2027-12-07 03:30:00,3,1200,575.24,624.76,True,N+1
post,2027-12-07 03:45:00,3,1200,588.74,611.26,True,N+1
post,2027-12-07 04:00:00,3,1200,589.31,610.69,True,N+1
post,2027-12-07 04:15:00,3,1200,624.49,575.51,True,N+1
post,2027-12-07 04:30:00,3,1200,628.96,571.04,True,N+1
post,2027-12-07 04:45:00,3,1200,600.17,599.83,True,N+1
post,2027-12-07 05:00:00,3,1200,682.09,517.91,True,N+1
post,2027-12-07 05:15:00,3,1200,616.67,583.33,True,N+1
post,2027-12-07 05:30:00,3,1200,646.77,553.23,True,N+1
post,2027-12-07 05:45:00,3,1200,618.87,581.13,True,N+1
post,2027-12-07 06:00:00,3,1200,660.29,539.71,True,N+1
post,2027-12-07 06:15:00,3,1200,618.23,581.77,True,N+1
post,2027-12-07 06:30:00,3,1200,610.6,589.4,True,N+1
post,2027-12-07 06:45:00,3,1200,604.22,595.78,True,N+1
post,2027-12-07 07:00:00,3,1200,659.4,540.6,True,N+1
post,2027-12-07 07:15:00,3,1200,648.39,551.61,True,N+1
post,2027-12-07 07:30:00,3,1200,677.06,522.94,True,N+1
post,2027-12-07 07:45:00,3,1200,677.16,522.84,True,N+1
post,2027-12-07 08:00:00,3,1200,650.98,549.02,True,N+1
post,2027-12-07 08:15:00,3,1200,613.08,586.92,True,N+1
post,2027-12-07 08:30:00,3,1200,654.25,545.75,True,N+1
post,2027-12-07 08:45:00,3,1200,631.64,568.36,True,N+1
post,2027-12-07 09:00:00,3,1200,652.2,547.8,True,N+1
post,2027-12-07 09:15:00,3,1200,663.32,536.68,True,N+1
post,2027-12-07 09:30:00,3,1200,655.6,544.4,True,N+1
post,2027-12-07 09:45:00,3,1200,716.16,483.84000000000003,True,N+1
post,2027-12-07 10:00:00,3,1200,670.13,529.87,True,N+1
post,2027-12-07 10:15:00,3,1200,671.84,528.16,True,N+1
post,2027-12-07 10:30:00,3,1200,654.32,545.68,True,N+1
post,2027-12-07 10:45:00,3,1200,712.12,487.88,True,N+1
post,2027-12-07 11:00:00,3,1200,715.12,484.88,True,N+1
post,2027-12-07 11:15:00,3,1200,684.63,515.37,True,N+1
post,2027-12-07 11:30:00,3,1200,678.0,522.0,True,N+1
post,2027-12-07 11:45:00,3,1200,715.93,484.07000000000005,True,N+1
post,2027-12-07 12:00:00,3,1200,722.68,477.32000000000005,True,N+1
post,2027-12-07 12:15:00,3,1200,718.03,481.97,True,N+1
post,2027-12-07 12:30:00,3,1200,669.43,530.57,True,N+1
post,2027-12-07 12:45:00,3,1200,687.26,512.74,True,N+1
post,2027-12-07 13:00:00,3,1200,710.64,489.36,True,N+1
post,2027-12-07 13:15:00,3,1200,720.79,479.21000000000004,True,N+1
post,2027-12-07 13:30:00,3,1200,694.61,505.39,True,N+1
post,2027-12-07 13:45:00,3,1200,684.11,515.89,True,N+1
post,2027-12-07 14:00:00,3,1200,690.01,509.99,True,N+1
post,2027-12-07 14:15:00,3,1200,707.21,492.78999999999996,True,N+1
post,2027-12-07 14:30:00,3,1200,679.06,520.94,True,N+1
post,2027-12-07 14:45:00,3,1200,722.41,477.59000000000003,True,N+1
post,2027-12-07 15:00:00,3,1200,717.43,482.57000000000005,True,N+1
post,2027-12-07 15:15:00,3,1200,683.55,516.45,True,N+1
post,2027-12-07 15:30:00,3,1200,643.04,556.96,True,N+1
post,2027-12-07 15:45:00,3,1200,681.57,518.43,True,N+1
post,2027-12-07 16:00:00,3,1200,689.26,510.74,True,N+1
post,2027-12-07 16:15:00,3,1200,667.91,532.09,True,N+1
post,2027-12-07 16:30:00,3,1200,708.87,491.13,True,N+1
post,2027-12-07 16:45:00,3,1200,694.39,505.61,True,N+1
post,2027-12-07 17:00:00,3,1200,680.51,519.49,True,N+1
post,2027-12-07 17:15:00,3,1200,671.29,528.71,True,N+1
post,2027-12-07 17:30:00,3,1200,729.58,470.41999999999996,True,N+1
post,2027-12-07 17:45:00,3,1200,712.07,487.92999999999995,True,N+1
post,2027-12-07 18:00:00,3,1200,728.7,471.29999999999995,True,N+1
post,2027-12-07 18:15:00,3,1200,638.08,561.92,True,N+1
post,2027-12-07 18:30:00,3,1200,662.28,537.72,True,N+1
post,2027-12-07 18:45:00,3,1200,675.61,524.39,True,N+1
post,2027-12-07 19:00:00,3,1200,669.78,530.22,True,N+1
post,2027-12-07 19:15:00,3,1200,651.24,548.76,True,N+1
post,2027-12-07 19:30:00,3,1200,648.06,551.94,True,N+1
post,2027-12-07 19:45:00,3,1200,627.3,572.7,True,N+1
post,2027-12-07 20:00:00,3,1200,670.43,529.57,True,N+1
post,2027-12-07 20:15:00,3,1200,672.14,527.86,True,N+1
post,2027-12-07 20:30:00,3,1200,643.04,556.96,True,N+1
post,2027-12-07 20:45:00,3,1200,621.92,578.08,True,N+1
post,2027-12-07 21:00:00,3,1200,644.52,555.48,True,N+1
post,2027-12-07 21:15:00,3,1200,627.08,572.92,True,N+1
post,2027-12-07 21:30:00,3,1200,624.78,575.22,True,N+1
post,2027-12-07 21:45:00,3,1200,654.98,545.02,True,N+1
post,2027-12-07 22:00:00,3,1200,624.67,575.33,True,N+1
post,2027-12-07 22:15:00,3,1200,627.3,572.7,True,N+1
post,2027-12-07 22:30:00,3,1200,625.93,574.07,True,N+1
post,2027-12-07 22:45:00,3,1200,621.11,578.89,True,N+1
post,2027-12-07 23:00:00,3,1200,637.03,562.97,True,N+1
post,2027-12-07 23:15:00,3,1200,585.53,614.47,True,N+1
post,2027-12-07 23:30:00,3,1200,586.72,613.28,True,N+1
post,2027-12-07 23:45:00,3,1200,609.18,590.82,True,N+1
post,2027-12-08 00:00:00,3,1200,604.88,595.12,True,N+1
post,2027-12-08 00:15:00,3,1200,596.81,603.19,True,N+1
post,2027-12-08 00:30:00,3,1200,587.8,612.2,True,N+1
post,2027-12-08 00:45:00,3,1200,591.22,608.78,True,N+1
post,2027-12-08 01:00:00,3,1200,574.89,625.11,True,N+1
post,2027-12-08 01:15:00,3,1200,560.71,639.29,True,N+1
post,2027-12-08 01:30:00,3,1200,597.72,602.28,True,N+1
post,2027-12-08 01:45:00,3,1200,586.97,613.03,True,N+1
post,2027-12-08 02:00:00,3,1200,612.55,587.45,True,N+1
post,2027-12-08 02:15:00,3,1200,583.29,616.71,True,N+1
post,2027-12-08 02:30:00,3,1200,590.96,609.04,True,N+1
post,2027-12-08 02:45:00,3,1200,617.73,582.27,True,N+1
post,2027-12-08 03:00:00,3,1200,643.05,556.95,True,N+1
post,2027-12-08 03:15:00,3,1200,594.14,605.86,True,N+1
post,2027-12-08 03:30:00,3,1200,594.23,605.77,True,N+1
post,2027-12-08 03:45:00,3,1200,584.5,615.5,True,N+1
post,2027-12-08 04:00:00,3,1200,614.72,585.28,True,N+1
post,2027-12-08 04:15:00,3,1200,619.01,580.99,True,N+1
post,2027-12-08 04:30:00,3,1200,611.34,588.66,True,N+1
post,2027-12-08 04:45:00,3,1200,628.14,571.86,True,N+1
post,2027-12-08 05:00:00,3,1200,606.84,593.16,True,N+1
post,2027-12-08 05:15:00,3,1200,677.72,522.28,True,N+1
post,2027-12-08 05:30:00,3,1200,620.32,579.68,True,N+1
post,2027-12-08 05:45:00,3,1200,589.06,610.94,True,N+1
post,2027-12-08 06:00:00,3,1200,622.64,577.36,True,N+1
post,2027-12-08 06:15:00,3,1200,614.69,585.31,True,N+1
post,2027-12-08 06:30:00,3,1200,650.0,550.0,True,N+1
post,2027-12-08 06:45:00,3,1200,639.48,560.52,True,N+1
post,2027-12-08 07:00:00,3,1200,620.78,579.22,True,N+1
post,2027-12-08 07:15:00,3,1200,632.52,567.48,True,N+1
post,2027-12-08 07:30:00,3,1200,649.62,550.38,True,N+1
post,2027-12-08 07:45:00,3,1200,626.86,573.14,True,N+1
post,2027-12-08 08:00:00,3,1200,667.33,532.67,True,N+1
post,2027-12-08 08:15:00,3,1200,664.96,535.04,True,N+1
post,2027-12-08 08:30:00,3,1200,677.16,522.84,True,N+1
post,2027-12-08 08:45:00,3,1200,645.98,554.02,True,N+1
post,2027-12-08 09:00:00,3,1200,639.17,560.83,True,N+1
post,2027-12-08 09:15:00,3,1200,649.86,550.14,True,N+1
post,2027-12-08 09:30:00,3,1200,698.88,501.12,True,N+1
post,2027-12-08 09:45:00,3,1200,709.15,490.85,True,N+1
post,2027-12-08 10:00:00,3,1200,679.29,520.71,True,N+1
post,2027-12-08 10:15:00,3,1200,648.43,551.57,True,N+1
post,2027-12-08 10:30:00,3,1200,697.54,502.46000000000004,True,N+1
post,2027-12-08 10:45:00,3,1200,660.76,539.24,True,N+1
post,2027-12-08 11:00:00,3,1200,662.83,537.17,True,N+1
post,2027-12-08 11:15:00,3,1200,651.48,548.52,True,N+1
post,2027-12-08 11:30:00,3,1200,684.16,515.84,True,N+1
post,2027-12-08 11:45:00,3,1200,731.02,468.98,True,N+1
post,2027-12-08 12:00:00,3,1200,691.86,508.14,True,N+1
post,2027-12-08 12:15:00,3,1200,702.83,497.16999999999996,True,N+1
post,2027-12-08 12:30:00,3,1200,652.87,547.13,True,N+1
post,2027-12-08 12:45:00,3,1200,687.75,512.25,True,N+1
post,2027-12-08 13:00:00,3,1200,691.58,508.41999999999996,True,N+1
post,2027-12-08 13:15:00,3,1200,719.0,481.0,True,N+1
post,2027-12-08 13:30:00,3,1200,704.54,495.46000000000004,True,N+1
post,2027-12-08 13:45:00,3,1200,702.03,497.97,True,N+1
post,2027-12-08 14:00:00,3,1200,732.28,467.72,True,N+1
post,2027-12-08 14:15:00,3,1200,701.49,498.51,True,N+1
post,2027-12-08 14:30:00,3,1200,679.95,520.05,True,N+1
post,2027-12-08 14:45:00,3,1200,688.01,511.99,True,N+1
post,2027-12-08 15:00:00,3,1200,704.57,495.42999999999995,True,N+1
post,2027-12-08 15:15:00,3,1200,704.76,495.24,True,N+1
post,2027-12-08 15:30:00,3,1200,733.22,466.78,True,N+1
post,2027-12-08 15:45:00,3,1200,698.24,501.76,True,N+1
post,2027-12-08 16:00:00,3,1200,712.08,487.91999999999996,True,N+1
post,2027-12-08 16:15:00,3,1200,681.9,518.1,True,N+1
post,2027-12-08 16:30:00,3,1200,681.2,518.8,True,N+1
post,2027-12-08 16:45:00,3,1200,666.51,533.49,True,N+1
post,2027-12-08 17:00:00,3,1200,708.86,491.14,True,N+1
post,2027-12-08 17:15:00,3,1200,711.72,488.28,True,N+1
post,2027-12-08 17:30:00,3,1200,691.61,508.39,True,N+1
post,2027-12-08 17:45:00,3,1200,708.29,491.71000000000004,True,N+1
post,2027-12-08 18:00:00,3,1200,672.03,527.97,True,N+1
post,2027-12-08 18:15:00,3,1200,695.6,504.4,True,N+1
post,2027-12-08 18:30:00,3,1200,662.62,537.38,True,N+1
post,2027-12-08 18:45:00,3,1200,689.57,510.42999999999995,True,N+1
post,2027-12-08 19:00:00,3,1200,643.15,556.85,True,N+1
post,2027-12-08 19:15:00,3,1200,653.01,546.99,True,N+1
post,2027-12-08 19:30:00,3,1200,694.23,505.77,True,N+1
post,2027-12-08 19:45:00,3,1200,642.4,557.6,True,N+1
post,2027-12-08 20:00:00,3,1200,639.42,560.58,True,N+1
post,2027-12-08 20:15:00,3,1200,637.64,562.36,True,N+1
post,2027-12-08 20:30:00,3,1200,651.56,548.44,True,N+1
post,2027-12-08 20:45:00,3,1200,633.28,566.72,True,N+1
post,2027-12-08 21:00:00,3,1200,640.46,559.54,True,N+1
post,2027-12-08 21:15:00,3,1200,628.85,571.15,True,N+1
post,2027-12-08 21:30:00,3,1200,617.72,582.28,True,N+1
post,2027-12-08 21:45:00,3,1200,642.6,557.4,True,N+1
post,2027-12-08 22:00:00,3,1200,597.14,602.86,True,N+1
post,2027-12-08 22:15:00,3,1200,586.09,613.91,True,N+1
post,2027-12-08 22:30:00,3,1200,624.12,575.88,True,N+1
post,2027-12-08 22:45:00,3,1200,641.22,558.78,True,N+1
post,2027-12-08 23:00:00,3,1200,583.9,616.1,True,N+1
post,2027-12-08 23:15:00,3,1200,596.66,603.34,True,N+1
post,2027-12-08 23:30:00,3,1200,601.67,598.33,True,N+1
post,2027-12-08 23:45:00,3,1200,607.79,592.21,True,N+1
post,2027-12-09 00:00:00,3,1200,634.31,565.69,True,N+1
post,2027-12-09 00:15:00,3,1200,584.43,615.57,True,N+1
post,2027-12-09 00:30:00,3,1200,627.95,572.05,True,N+1
post,2027-12-09 00:45:00,3,1200,572.05,627.95,True,N+1
post,2027-12-09 01:00:00,3,1200,586.47,613.53,True,N+1
post,2027-12-09 01:15:00,3,1200,574.97,625.03,True,N+1
post,2027-12-09 01:30:00,3,1200,605.82,594.18,True,N+1
post,2027-12-09 01:45:00,3,1200,601.2,598.8,True,N+1
post,2027-12-09 02:00:00,3,1200,565.64,634.36,True,N+1
post,2027-12-09 02:15:00,3,1200,616.42,583.58,True,N+1
post,2027-12-09 02:30:00,3,1200,569.92,630.08,True,N+1
post,2027-12-09 02:45:00,3,1200,580.43,619.57,True,N+1
