period,alarm_id,timestamp,asset_code,priority
post,PA00124,2028-03-29 01:16:00,P-01,HIGH
post,PA00125,2028-04-01 07:34:00,CH-02,HIGH
post,PA00126,2028-04-06 08:00:00,P-02,MEDIUM
post,PA00127,2028-04-08 11:11:00,CH-03,HIGH
post,PA00128,2028-04-21 14:58:00,P-01,HIGH
post,PA00129,2028-04-10 18:10:00,P-04,MEDIUM
post,PA00130,2028-04-01 19:21:00,CH-03,HIGH
post,PA00131,2028-04-23 21:16:00,CH-03,HIGH
post,PA00132,2028-04-14 03:12:00,P-05,HIGH
post,PA00133,2028-04-12 18:07:00,P-06,MEDIUM
post,PA00134,2028-04-12 02:16:00,P-04,MEDIUM
post,PA00135,2028-04-16 16:08:00,P-05,HIGH
post,PA00136,2028-04-13 15:10:00,P-02,MEDIUM
post,PA00137,2028-04-07 20:51:00,P-03,HIGH
post,PA00138,2028-04-01 23:03:00,P-05,HIGH
post,PA00139,2028-04-21 22:59:00,CH-02,MEDIUM
post,PA00140,2028-04-05 18:11:00,P-04,HIGH
post,PA00141,2028-05-21 13:05:00,P-02,HIGH
post,PA00142,2028-05-24 16:46:00,CH-02,HIGH
post,PA00143,2028-05-13 05:02:00,P-05,HIGH
post,PA00144,2028-05-02 19:01:00,P-01,HIGH
post,PA00145,2028-05-22 04:49:00,CH-03,HIGH
post,PA00146,2028-05-02 14:06:00,CH-02,HIGH
post,PA00147,2028-05-03 18:59:00,P-01,HIGH
post,PA00148,2028-05-09 20:28:00,P-04,HIGH
post,PA00149,2028-05-02 07:52:00,P-03,HIGH
post,PA00150,2028-05-21 23:52:00,P-05,HIGH
post,PA00151,2028-05-15 03:53:00,P-03,MEDIUM
post,PA00152,2028-05-15 15:29:00,CH-01,HIGH
post,PA00153,2028-05-25 13:30:00,P-04,MEDIUM
post,PA00154,2028-05-15 18:20:00,P-02,HIGH
post,PA00155,2028-06-19 19:33:00,CH-01,HIGH
post,PA00156,2028-06-26 01:40:00,CH-01,HIGH
post,PA00157,2028-06-18 01:20:00,CH-01,HIGH
post,PA00158,2028-06-16 22:25:00,CH-03,HIGH
post,PA00159,2028-06-17 05:48:00,P-05,HIGH
post,PA00160,2028-06-19 01:13:00,CH-03,MEDIUM
post,PA00161,2028-06-01 21:17:00,P-06,HIGH
post,PA00162,2028-06-19 13:55:00,CH-02,MEDIUM
post,PA00163,2028-06-24 18:07:00,P-03,HIGH
post,PA00164,2028-06-02 23:23:00,P-02,HIGH
post,PA00165,2028-06-26 14:59:00,P-03,HIGH
post,PA00166,2028-06-13 17:19:00,CH-03,MEDIUM
post,PA00167,2028-06-29 05:02:00,CH-01,HIGH
post,PA00168,2028-06-29 18:09:00,CH-03,MEDIUM
post,PA00169,2028-06-30 05:47:00,P-04,HIGH
post,PA00170,2028-06-25 00:41:00,P-05,MEDIUM
post,PA00171,2028-06-11 13:07:00,CH-02,MEDIUM
post,PA00172,2028-06-08 01:55:00,P-04,HIGH
post,PA00173,2028-06-19 10:39:00,CH-01,HIGH
post,PA00174,2028-07-18 18:13:00,P-03,HIGH
post,PA00175,2028-07-25 23:00:00,CH-02,HIGH
post,PA00176,2028-07-17 17:20:00,CH-01,HIGH
post,PA00177,2028-07-01 06:01:00,CH-02,HIGH
post,PA00178,2028-07-28 03:12:00,CH-02,MEDIUM
post,PA00179,2028-07-17 07:03:00,P-06,HIGH
post,PA00180,2028-07-01 03:01:00,CH-01,HIGH
post,PA00181,2028-07-08 06:53:00,P-06,HIGH
post,PA00182,2028-07-10 14:23:00,CH-02,HIGH
post,PA00183,2028-07-18 12:39:00,CH-02,HIGH
post,PA00184,2028-07-29 03:43:00,P-01,MEDIUM
post,PA00185,2028-07-18 12:18:00,P-04,HIGH
post,PA00186,2028-08-03 11:17:00,P-06,HIGH
post,PA00187,2028-08-14 19:49:00,P-02,HIGH
post,PA00188,2028-08-10 05:35:00,P-03,HIGH
post,PA00189,2028-08-31 19:22:00,P-02,MEDIUM
post,PA00190,2028-08-16 23:26:00,CH-03,HIGH
post,PA00191,2028-08-20 08:57:00,CH-01,MEDIUM
post,PA00192,2028-08-19 20:54:00,P-02,HIGH
post,PA00193,2028-08-20 20:10:00,P-03,MEDIUM
post,PA00194,2028-08-25 18:33:00,P-05,HIGH
post,PA00195,2028-08-30 01:59:00,P-03,HIGH
post,PA00196,2028-08-23 07:46:00,P-05,MEDIUM
post,PA00197,2028-08-19 20:12:00,CH-03,HIGH
post,PA00198,2028-08-24 21:17:00,P-01,HIGH
post,PA00199,2028-08-22 05:08:00,P-05,HIGH
